FID,OBJECTID,Match_addr,x,y,ICount,Region,Comuna,Calle_1,Calle_2,Numero,Accid_bici,Falle_bici,Grave_bici,Mgrav_bici,Leve_bici,Ileso_bici
589,619,"LOS ZAPADORES & RECOLETA, RECOLETA",347242.0615,6304164.4998,2,REGION METROPOLITANA,RECOLETA,LOS ZAPADORES,RECOLETA, ,2,0,0,0,1,1
590,620,"LUIS INFANTE CERDA & LAS REJAS SUR, ESTACION CENTRAL",341727.6473,6294751.6947,1,REGION METROPOLITANA,ESTACION CENTRAL,LUIS INFANTE CERDA,LAS REJAS SUR, ,1,1,0,0,0,0
591,621,"LUIS INFANTE CERDA & LOS VALLES, ESTACION CENTRAL",340300.6819,6294900.294,1,REGION METROPOLITANA,ESTACION CENTRAL,LUIS INFANTE CERDA,LOS VALLES, ,1,0,1,0,0,0
592,622,"LUIS MATTE LARRAIN & CRETA, PUENTE ALTO",351420.4718,6282349.1771,1,REGION METROPOLITANA,PUENTE ALTO,LUIS MATTE LARRAIN,CRETA, ,1,0,0,1,0,0
593,623,"LUIS THAYER OJEDA & ELIODORO YANEZ, PROVIDENCIA",351349.5929,6299990.4998,1,REGION METROPOLITANA,PROVIDENCIA,LUIS THAYER OJEDA,ELIODORO YANEZ, ,1,0,1,0,0,0
594,624,"MACUL & AMERICO VESPUCIO, MACUL",352284.727,6291348.8735,1,REGION METROPOLITANA,MACUL,MACUL,AMERICO VESPUCIO, ,1,0,1,0,0,0
595,625,"MACUL & LOS OLMOS, MACUL",351427.8463,6294414.0648,1,REGION METROPOLITANA,MACUL,MACUL,LOS OLMOS, ,1,0,0,0,0,1
596,626,"MACUL & POMAIRE, MACUL",351396.4685,6293329.8906,1,REGION METROPOLITANA,MACUL,MACUL,POMAIRE, ,1,0,1,0,0,0
597,627,"MANANTIALES & SOBERANIA, QUINTA NORMAL",340561.8056,6300512.5992,1,REGION METROPOLITANA,QUINTA NORMAL,MANANTIALES,SOBERANIA, ,1,0,1,0,0,0
598,628,"MANQUEHUE NORTE & PRESIDENTE KENNEDY, VITACURA",353872.0621,6303499.9991,1,REGION METROPOLITANA,VITACURA,MANQUEHUE NORTE,PRESIDENTE KENNEDY, ,1,0,1,0,0,0
599,629,"MANQUEHUE NORTE & VITACURA, VITACURA",353755.249,6304228.9994,1,REGION METROPOLITANA,VITACURA,MANQUEHUE NORTE,VITACURA, ,1,0,0,0,1,0
600,630,"MANQUEHUE SUR & CABILDO, LAS CONDES",354553.3741,6301161.9993,1,REGION METROPOLITANA,LAS CONDES,MANQUEHUE SUR,CABILDO, ,1,0,1,0,0,0
601,631,"MANQUEHUE SUR & INGENIERO PEDRO BLANQUIER, LAS CONDES",354573.9683,6300602.4995,1,REGION METROPOLITANA,LAS CONDES,MANQUEHUE NORTE,INGENIERO PEDRO BLANQUIER, ,1,0,0,0,1,0
602,632,"MANUEL ANTONIO MATTA & ARTURO PRAT, QUILICURA",339540.994,6306793.1881,3,REGION METROPOLITANA,QUILICURA,MANUEL ANTONIO MATTA,ARTURO PRAT, ,3,0,1,0,2,0
603,633,"MANUEL ANTONIO MATTA & CUEVAS, SANTIAGO",348110.9935,6296914.599,1,REGION METROPOLITANA,SANTIAGO,MANUEL ANTONIO MATTA,CUEVAS, ,1,0,0,0,0,1
604,634,"MANUEL ANTONIO MATTA & GENERAL BUSTAMANTE, NUNOA",348664.1798,6297063.5378,1,REGION METROPOLITANA,NUNOA,MANUEL ANTONIO MATTA,GENERAL BUSTAMANTE, ,1,0,0,0,1,0
605,635,"MANUEL ANTONIO MATTA & LIBERTADOR BERNARDO O`HIGGINS, QUILICURA",339040.5854,6306833.2081,1,REGION METROPOLITANA,QUILICURA,MANUEL ANTONIO MATTA,LIBERTADOR BERNARDO O`HIGGINS, ,1,1,0,0,0,0
606,636,"MANUEL ANTONIO MATTA & LO CAMPINO, QUILICURA",340570.0364,6306738.8164,1,REGION METROPOLITANA,QUILICURA,MANUEL ANTONIO MATTA,LO CAMPINO, ,1,0,0,0,1,0
607,637,"MANUEL ANTONIO MATTA & OSVALDO LIRA, QUILICURA",339996.3998,6306721.0992,1,REGION METROPOLITANA,QUILICURA,MANUEL ANTONIO MATTA,OSVALDO LIRA, ,1,0,0,0,1,0
608,638,"MANUEL ANTONIO MATTA & RAIMUNDO ROMO, QUILICURA",338978.2129,6306836.9384,1,REGION METROPOLITANA,QUILICURA,MANUEL ANTONIO MATTA,RAIMUNDO ROMO, ,1,0,1,0,0,0
609,639,"MANUEL ANTONIO MATTA & SAN ENRIQUE, QUILICURA",337724.0285,6307242.3362,1,REGION METROPOLITANA,QUILICURA,MANUEL ANTONIO MATTA,SAN ENRIQUE, ,1,0,0,0,1,0
610,640,"MANUEL ANTONIO MATTA & SAN EUGENIO, NUNOA",348749.8056,6297052.5992,1,REGION METROPOLITANA,NUNOA,GRECIA,SAN EUGENIO, ,1,0,1,0,0,0
611,641,"MANUEL ANTONIO MATTA & SAN FRANCISCO, SANTIAGO",347092.9525,6296641.1859,1,REGION METROPOLITANA,SANTIAGO,MANUEL ANTONIO MATTA,SAN FRANCISCO, ,1,0,0,0,1,0
612,644,"MANUEL ANTONIO MATTA & SERRANO, SANTIAGO",347011.3053,6296621.599,1,REGION METROPOLITANA,SANTIAGO,MANUEL ANTONIO MATTA,SERRANO, ,1,0,0,0,0,1
613,645,"MANUEL ANTONIO MATTA & SIERRA BELLA, SANTIAGO",347868.493,6296848.5996,1,REGION METROPOLITANA,SANTIAGO,MANUEL ANTONIO MATTA,SIERRA BELLA, ,1,0,0,0,0,1
614,646,"MANUEL ANTONIO MATTA & VICTOR MANUEL, SANTIAGO",347391.2323,6296722.137,1,REGION METROPOLITANA,SANTIAGO,MANUEL ANTONIO MATTA,VICTOR MANUEL, ,1,0,0,0,1,0
615,647,"MANUEL MONTT & ELIODORO YANEZ, PROVIDENCIA",349643.0935,6299509.4997,2,REGION METROPOLITANA,PROVIDENCIA,MANUEL MONTT,ELIODORO YANEZ, ,2,0,0,0,0,2
616,648,"MANUEL MONTT & GRANADEROS, PROVIDENCIA",349518.2179,6299732.4994,1,REGION METROPOLITANA,PROVIDENCIA,MANUEL MONTT,GRANADEROS, ,1,0,0,0,0,1
617,649,"MANUEL RODRIGUEZ & BLANCO ENCALADA, QUILICURA",338662.9303,6306242.0996,1,REGION METROPOLITANA,QUILICURA,MANUEL RODRIGUEZ,BLANCO ENCALADA, ,1,0,0,0,0,1
618,650,"MANUEL RODRIGUEZ & GENERAL MACKENNA, SANTIAGO",345622.7971,6299443.0993,3,REGION METROPOLITANA,SANTIAGO,MANUEL RODRIGUEZ,GENERAL MACKENNA, ,3,0,0,0,3,0
619,652,"MANUEL RODRIGUEZ & LIBERTADOR BERNARDO O`HIGGINS, SANTIAGO",345641.913,6298039.1854,2,REGION METROPOLITANA,SANTIAGO,MANUEL RODRIGUEZ,LIBERTADOR BERNARDO O`HIGGINS, ,2,0,1,0,0,1
620,653,"MANUEL RODRIGUEZ & MAYOR, LA GRANJA",349112.5212,6287186.2266,1,REGION METROPOLITANA,LA GRANJA,MANUEL RODRIGUEZ,MAYOR, ,1,0,0,0,1,0
621,654,"MANUEL RODRIGUEZ & PRESIDENTE BALMACEDA, SANTIAGO",345561.7807,6299723.9991,1,REGION METROPOLITANA,SANTIAGO,MANUEL RODRIGUEZ,PRESIDENTE BALMACEDA, ,1,0,0,0,0,1
622,655,"MANUEL RODRIGUEZ & SAN PABLO, SANTIAGO",345647.3272,6299305.3429,1,REGION METROPOLITANA,SANTIAGO,MANUEL RODRIGUEZ,SAN PABLO, ,1,0,0,0,1,0
623,656,"MANUEL RODRIGUEZ & TUPUNGATO, LA GRANJA",348930.1819,6287232.1466,1,REGION METROPOLITANA,LA GRANJA,MANUEL RODRIGUEZ,TUPUNGATO, ,1,0,0,0,1,0
624,657,"MANUTARA & SANTA ROSA, LA GRANJA",348258.5793,6287717.0868,1,REGION METROPOLITANA,LA GRANJA,MANUTARA,SANTA ROSA, ,1,0,0,0,0,1
625,658,"MAPOCHO & ALCERRECA, QUINTA NORMAL",342806.4595,6299541.4967,1,REGION METROPOLITANA,QUINTA NORMAL,MAPOCHO,ALCERRECA, ,1,0,0,0,1,0
626,659,"MAPOCHO & ENTRE RIOS, QUINTA NORMAL",341991.7716,6299824.5006,1,REGION METROPOLITANA,QUINTA NORMAL,MAPOCHO,ENTRE RIOS, ,1,0,0,0,1,0
627,660,"MAPOCHO & INGENIERO LLOYD, QUINTA NORMAL",341453.2116,6299936.5993,1,REGION METROPOLITANA,QUINTA NORMAL,MAPOCHO,INGENIERO LLOYD, ,1,0,0,0,1,0
628,661,"MAPOCHO & LO LOPEZ, CERRO NAVIA",339923.0117,6300378.1206,1,REGION METROPOLITANA,CERRO NAVIA,MAPOCHO,LO LOPEZ, ,1,0,1,0,0,0
629,662,"MAPOCHO & MANUEL RODRIGUEZ, SANTIAGO",345640.781,6299584.9997,1,REGION METROPOLITANA,SANTIAGO,MAPOCHO,MANUEL RODRIGUEZ, ,1,0,0,0,0,1
630,663,"MAPOCHO & MATUCANA, SANTIAGO",343789.7117,6299446.5993,1,REGION METROPOLITANA,SANTIAGO,MAPOCHO,MATUCANA, ,1,0,0,0,1,1
631,664,"MAPOCHO & PRESIDENTE PRIETO, CERRO NAVIA",339407.238,6300404.6543,1,REGION METROPOLITANA,CERRO NAVIA,MAPOCHO,PRESIDENTE PRIETO, ,1,0,1,0,0,0
632,665,"MAPOCHO & SANTOS LUIS MEDEL, CERRO NAVIA",338886.683,6300425.3894,1,REGION METROPOLITANA,CERRO NAVIA,MAPOCHO,SANTOS LUIS MEDEL, ,1,0,0,0,1,0
633,666,"MAPOCHO NORTE & RIO BOROA, CERRO NAVIA",336494.2233,6300418.5237,1,REGION METROPOLITANA,CERRO NAVIA,MAPOCHO,BOROA, ,1,0,0,0,0,1
634,667,"MAPOCHO SUR & LISBOA, CERRO NAVIA",337245.4929,6300532.5996,1,REGION METROPOLITANA,CERRO NAVIA,MAPOCHO SUR,LISBOA, ,1,0,0,0,0,1
635,668,"MAR DE DRAKE & SANTA LIDIA, MAIPU",337592.5353,6295485.0901,1,REGION METROPOLITANA,MAIPU,MAR DE DRAKE,SANTA LIDIA, ,1,1,0,0,0,0
636,669,"MARATHON & CARLOS DITTBORN, NUNOA",349933.9563,6295927.3542,1,REGION METROPOLITANA,NUNOA,MARATHON,CARLOS DITTBORN, ,1,0,0,0,1,0
637,670,"MARATHON & GUILLERMO MANN, NUNOA",350013.4835,6295367.8798,1,REGION METROPOLITANA,NUNOA,MARATHON,GUILLERMO MANN, ,1,0,0,0,1,0
638,671,"MARATHON & JOSE ANANIAS, MACUL",350100.4258,6294511.0295,1,REGION METROPOLITANA,MACUL,MARATHON,JOSE ANANIAS, ,1,0,0,0,1,0
639,672,"MARATHON & LOS PLATANOS, MACUL",350140.9728,6293978.3411,1,REGION METROPOLITANA,MACUL,MARATHON,LOS PLATANOS, ,1,0,0,0,1,0
640,673,"MARCHANT PEREIRA & PROVIDENCIA, PROVIDENCIA",349929.624,6300420.4998,1,REGION METROPOLITANA,PROVIDENCIA,MARCHANT PEREIRA,PROVIDENCIA, ,1,0,0,0,1,0
641,674,"MARIA MAGDALENA & 5 DE ABRIL, ESTACION CENTRAL",342231.8855,6296261.3166,1,REGION METROPOLITANA,ESTACION CENTRAL,MARIA MAGDALENA,5 DE ABRIL, ,1,0,0,0,1,0
642,675,"MARIANO SANCHEZ FONTECILLA & EL VALLE, PENALOLEN",355319.3055,6294460.3445,1,REGION METROPOLITANA,PENALOLEN,MARIANO SANCHEZ FONTECILLA,EL VALLE, ,1,0,0,0,1,0
643,676,"MARIANO SANCHEZ FONTECILLA & LAS PARCELAS, PENALOLEN",355810.2115,6295569.5992,1,REGION METROPOLITANA,PENALOLEN,MARIANO SANCHEZ FONTECILLA,LAS PARCELAS, ,1,0,0,0,1,0
644,677,"MARTINEZ DE ROZAS & JUAN MIRANDA, QUINTA NORMAL",343584.2123,6299256.5998,2,REGION METROPOLITANA,QUINTA NORMAL,MARTINEZ DE ROZAS,JUAN MIRANDA, ,2,0,0,0,2,0
645,678,"MARTINEZ DE ROZAS & LIBERTAD, SANTIAGO",344311.0875,6299324.5996,1,REGION METROPOLITANA,SANTIAGO,MARTINEZ DE ROZAS,LIBERTAD, ,1,0,0,0,1,0
646,679,"MATTA ORIENTE & LO ENCALADA, NUNOA",348973.2117,6297145.5995,2,REGION METROPOLITANA,NUNOA,MATTA ORIENTE,LO ENCALADA, ,2,0,0,0,1,1
647,680,"MATTA ORIENTE & SEMINARIO, NUNOA",348841.5118,6297126.1869,1,REGION METROPOLITANA,NUNOA,MATTA ORIENTE,SEMINARIO, ,1,0,0,0,1,0
648,681,"MATUCANA & ROSAS, QUINTA NORMAL",343817.2476,6298957.8092,1,REGION METROPOLITANA,QUINTA NORMAL,MATUCANA,ROSAS, ,1,0,0,0,0,1
649,682,"MATURANA & AGUSTINAS, SANTIAGO",345098.2121,6298435.5994,1,REGION METROPOLITANA,SANTIAGO,MATURANA,AGUSTINAS, ,1,0,0,0,0,1
650,683,"MATURANA & MAPOCHO, SANTIAGO",344968.9058,6299566.4992,2,REGION METROPOLITANA,SANTIAGO,MATURANA,MAPOCHO, ,2,0,0,0,2,0
651,684,"MAULE & SANTA ROSA, SANTIAGO",347379.0989,6295771.5821,1,REGION METROPOLITANA,SANTIAGO,MAULE,SANTA ROSA, ,1,0,0,0,1,0
652,685,"MEXICO & MARIA TERESA RODRIGUEZ, LA FLORIDA",354304.5459,6285936.0603,1,REGION METROPOLITANA,LA FLORIDA,MEXICO,MARIA TERESA RODRIGUEZ, ,1,0,0,0,1,0
653,686,"MEXICO & ROJAS MAGALLANES, LA FLORIDA",353573,6288174.2498,1,REGION METROPOLITANA,LA FLORIDA,MEXICO,ROJAS MAGALLANES, ,1,0,0,0,1,0
654,687,"MIGUEL ANGEL & JUAN DE DIOS MALEBRAN, PUENTE ALTO",352257.0866,6282959.6,1,REGION METROPOLITANA,PUENTE ALTO,MIGUEL ANGEL,JUAN DE DIOS MALEBRAN, ,1,0,0,0,1,0
655,688,"MILOVAN DJILAS & KARLOVACK, CERRO NAVIA",337723.2117,6300274.5992,1,REGION METROPOLITANA,CERRO NAVIA,MILOVAN DJILAS,KARLOVACK, ,1,0,0,0,1,0
656,689,"MIRAFLORES & HUERFANOS, SANTIAGO",347045.2125,6298824.5994,1,REGION METROPOLITANA,SANTIAGO,MIRAFLORES,HUERFANOS, ,1,0,0,0,1,0
657,690,"MONSENOR CARLOS CASANUEVA & VICUNA MACKENNA, MACUL",349857.5625,6292542.1863,1,REGION METROPOLITANA,MACUL,MONSENOR CARLOS CASANUEVA,VICUNA MACKENNA, ,1,0,0,0,1,0
658,691,"MONSENOR EDWARDS & ECHENIQUE, LA REINA",354857.8062,6298364.5999,1,REGION METROPOLITANA,LA REINA,MONSENOR EDWARDS,ECHENIQUE, ,1,0,0,0,1,0
659,692,"NATANIEL COX & SANTA ISABEL, SANTIAGO",346384.6488,6297327.576,1,REGION METROPOLITANA,SANTIAGO,NATANIEL COX,SANTA ISABEL, ,1,0,0,0,0,1
660,693,"NATANIEL COX & TARAPACA, SANTIAGO",346307.9935,6297848.5991,1,REGION METROPOLITANA,SANTIAGO,NATANIEL COX,TARAPACA, ,1,0,0,0,1,0
661,694,"NEPTUNO & MAPOCHO, CERRO NAVIA",340188.4494,6300208.8724,1,REGION METROPOLITANA,CERRO NAVIA,NEPTUNO,MAPOCHO, ,1,0,0,0,1,0
662,695,"NONATO COO & EL PERAL, PUENTE ALTO",354135.2744,6284167.1003,1,REGION METROPOLITANA,PUENTE ALTO,NONATO COO,EL PERAL, ,1,0,0,0,0,1
663,696,"NUEVA IMPERIAL & BLANCO GARCES, QUINTA NORMAL",342241.4419,6298040.5302,1,REGION METROPOLITANA,QUINTA NORMAL,NUEVA IMPERIAL,BLANCO GARCES, ,1,0,0,0,1,0
664,697,"NUEVA IMPERIAL & MADRID, EL BOSQUE",345021.8345,6283423.3936,1,REGION METROPOLITANA,EL BOSQUE,NUEVA IMPERIAL,MADRID, ,1,0,0,0,1,0
665,698,"NUEVA SAN MARTIN & 3 PONIENTE, MAIPU",334904.1246,6289149.6106,1,REGION METROPOLITANA,MAIPU,NUEVA SAN MARTIN,3 PONIENTE, ,1,0,0,0,1,0
666,699,"OBSERVATORIO & FRANCISCO DE GOYA, LA PINTANA",346794.8055,6285049.6006,1,REGION METROPOLITANA,LA PINTANA,OBSERVATORIO,FRANCISCO DE GOYA, ,1,0,0,1,0,0
667,700,"OBSERVATORIO & SAN FRANCISCO, LA PINTANA",346207.5306,6285130.9854,1,REGION METROPOLITANA,LA PINTANA,OBSERVATORIO,SAN FRANCISCO, ,1,0,0,0,1,0
668,701,"ORIENTAL & ICTINOS, PENALOLEN",354949.712,6295855.5997,1,REGION METROPOLITANA,PENALOLEN,LOS ORIENTALES,ICTINOS, ,1,0,1,0,0,0
669,702,"OSORNO & CARDENAL RAUL SILVA HENRIQUEZ, LA GRANJA",349105.399,6289267.5992,1,REGION METROPOLITANA,LA GRANJA,OSORNO,LA SERENA, ,1,0,0,0,1,0
670,703,"OSSA & IRARRAZAVAL, LA REINA",354012.2745,6297338.1082,1,REGION METROPOLITANA,LA REINA,OSSA,IRARRAZAVAL, ,1,0,0,0,1,0
671,704,"PADRE ALBERTO HURTADO & GERMAN YUNGUE, ESTACION CENTRAL",343115.6404,6296144.4539,1,REGION METROPOLITANA,ESTACION CENTRAL,PADRE ALBERTO HURTADO,GERMAN YUNGUE, ,1,0,0,0,1,0
672,705,"PADRE HURTADO & PRINCIPE DE GALES, LA REINA",357214.9957,6298739.5258,1,REGION METROPOLITANA,LA REINA,PRINCIPE DE GALES, ,9104,1,0,0,0,1,0
673,706,"PADRE HURTADO SUR & VALENZUELA PUELMA, LA REINA",357024.0932,6299601.9994,1,REGION METROPOLITANA,LA REINA,PADRE HURTADO SUR,VALENZUELA PUELMA, ,1,0,0,0,1,0
674,707,"PALENA & HUILQUECO, LA FLORIDA",353939.6252,6290048.0901,1,REGION METROPOLITANA,LA FLORIDA,PALENA,HUILQUECO, ,1,0,0,0,1,0
675,708,"PASAJE C & PEDRO FONTOVA, HUECHURABA",344571.0619,6307477.4997,1,REGION METROPOLITANA,HUECHURABA,PASAJE C,PEDRO FONTOVA, ,1,0,0,0,1,0
676,709,"PASEO GROHNERT & TILAMA, PEDRO AGUIRRE CERDA",343966.8998,6292699.5991,1,REGION METROPOLITANA,PEDRO AGUIRRE CERDA,PASEO GROHNERT,TILAMA, ,1,0,0,0,1,0
677,710,"PATRICIO LYNCH & VICUNA MACKENNA, LA CISTERNA",346276.0057,6287142.9111,1,REGION METROPOLITANA,LA CISTERNA,PATRICIO LYNCH,VICUNA MACKENNA, ,1,0,0,0,1,0
678,711,"PEDRO AGUIRRE CERDA & MELIPILLA, ESTACION CENTRAL",343898.4753,6295294.8078,1,REGION METROPOLITANA,ESTACION CENTRAL,PEDRO AGUIRRE CERDA,EXPOSICION, ,1,0,0,0,1,0
679,712,"PEDRO DE VALDIVIA & ALFREDO BARROS ERRAZURIZ, PROVIDENCIA",350214.8432,6300238.499,1,REGION METROPOLITANA,PROVIDENCIA,PEDRO DE VALDIVIA,BARROS ERRAZURIZ, ,1,0,1,0,0,0
680,713,"PEDRO DE VALDIVIA & ANDRES BELLO, PROVIDENCIA",349925.312,6300774.4991,3,REGION METROPOLITANA,PROVIDENCIA,PEDRO DE VALDIVIA,ANDRES BELLO, ,3,0,2,1,0,0
681,714,"PEDRO DE VALDIVIA & FRANCISCO BILBAO, PROVIDENCIA",350582.0866,6298954.5998,1,REGION METROPOLITANA,PROVIDENCIA,PEDRO DE VALDIVIA,FRANCISCO BILBAO, ,1,0,0,0,1,0
682,715,"PEDRO DE VALDIVIA & HERNAN CORTES, NUNOA",350738.2124,6297995.5992,1,REGION METROPOLITANA,NUNOA,PEDRO DE VALDIVIA,HERNAN CORTES, ,1,0,0,0,0,1
683,716,"PEDRO DE VALDIVIA & IRARRAZAVAL, NUNOA",350840.993,6297212.5961,1,REGION METROPOLITANA,NUNOA,PEDRO DE VALDIVIA,IRARRAZAVAL, ,1,0,1,0,0,0
684,717,"PEDRO DE VALDIVIA & LAS ENCINAS, NUNOA",350706.3998,6295599.5997,1,REGION METROPOLITANA,NUNOA,PEDRO DE VALDIVIA,LAS ENCINAS, ,1,0,0,0,1,0
685,719,"PEDRO FONTOVA & CARDENAL JOSE MARIA CARO, CONCHALI",344428.993,6305436.599,1,REGION METROPOLITANA,CONCHALI,PEDRO FONTOVA,CARDENAL JOSE MARIA CARO, ,1,0,0,0,1,0
686,720,"PEDRO FONTOVA & TENIENTE PONCE, CONCHALI",344692.8123,6303955.4991,1,REGION METROPOLITANA,CONCHALI,PEDRO FONTOVA,TENIENTE PONCE, ,1,0,1,0,0,0
687,721,"PEDRO MARIN & PEDRO DE VALDIVIA, NUNOA",350784.3594,6297732.5511,1,REGION METROPOLITANA,NUNOA,PEDRO MARIN,PEDRO DE VALDIVIA, ,1,0,0,0,1,0
688,722,"PEDRO TORRES & SIMON BOLIVAR, NUNOA",352386.3057,6297863.5994,1,REGION METROPOLITANA,NUNOA,PEDRO TORRES,SIMON BOLIVAR, ,1,0,0,0,1,0
689,723,"PEREZ ZUJOVIC & VITACURA, VITACURA",351178.8428,6302390.4992,1,REGION METROPOLITANA,VITACURA,PEREZ ZUJOVIC,VITACURA, ,1,0,0,0,1,0
690,724,"POCURO & HERNANDO DE AGUIRRE, PROVIDENCIA",351606.0306,6299545.4996,1,REGION METROPOLITANA,PROVIDENCIA,POCURO,HERNANDO DE AGUIRRE, ,1,0,0,0,1,0
691,725,"POCURO & RICARDO LYON, PROVIDENCIA",350825.8397,6299294.7886,4,REGION METROPOLITANA,PROVIDENCIA,POCURO,RICARDO LYON, ,4,0,0,0,1,3
692,726,"PORTALES & MATUCANA, SANTIAGO",343883.3261,6298236.3638,1,REGION METROPOLITANA,SANTIAGO,PORTALES,MATUCANA, ,1,0,0,0,1,0
693,727,"PORTUGAL & COPIAPO, SANTIAGO",348117.7123,6297331.5992,1,REGION METROPOLITANA,SANTIAGO,PORTUGAL,COPIAPO, ,1,0,0,0,1,0
694,728,"PORTUGAL & SANTA ISABEL, SANTIAGO",348006.3057,6297825.5991,1,REGION METROPOLITANA,SANTIAGO,PORTUGAL,SANTA ISABEL, ,1,0,0,0,0,1
695,729,"PORTUGAL & VICTORIA, SANTIAGO",348320.212,6296448.5992,1,REGION METROPOLITANA,SANTIAGO,PORTUGAL,VICTORIA, ,1,0,0,0,0,1
696,730,"PRESIDENTE BALMACEDA & BRASIL, SANTIAGO",345196.7496,6299745.4993,1,REGION METROPOLITANA,SANTIAGO,PRESIDENTE BALMACEDA,BRASIL, ,1,0,1,0,0,0
697,731,"PRESIDENTE BALMACEDA & RICARDO CUMMING, SANTIAGO",344794.5937,6299895.4991,1,REGION METROPOLITANA,SANTIAGO,PRESIDENTE BALMACEDA,RICARDO CUMMING, ,1,0,0,1,0,0
698,732,"PRESIDENTE BATTLE Y ORDONEZ & MONTENEGRO, NUNOA",352654.2981,6297540.7194,1,REGION METROPOLITANA,NUNOA,DIAGONAL ORIENTE,MONTENEGRO, ,1,0,0,0,1,0
699,733,"PRESIDENTE BATTLE Y ORDONEZ & ORTUZAR, NUNOA",352789.4,6297450.5992,1,REGION METROPOLITANA,NUNOA,PRESIDENTE BATTLE Y ORDONEZ,ORTUZAR, ,1,0,0,1,0,0
700,734,"PRESIDENTE BATTLE Y ORDONEZ & PEDRO TORRES, NUNOA",352363.4769,6297701.4713,1,REGION METROPOLITANA,NUNOA,PRESIDENTE BATTLE Y ORDONEZ,PEDRO TORRES, ,1,0,0,0,1,0
701,735,"PRESIDENTE EDUARDO FREI MONTALVA & AUTOPISTA CENTRAL, QUILICURA",342346.7813,6305144.0571,1,REGION METROPOLITANA,QUILICURA,CAMINO LO RUIZ,GENERAL VELASQUEZ, ,1,0,0,0,1,0
702,736,"PRESIDENTE EDUARDO FREI MONTALVA & LOS ZAPADORES, CONCHALI",342872.312,6304224.4827,1,REGION METROPOLITANA,CONCHALI,PRESIDENTE EDUARDO FREI MONTALVA,LOS ZAPADORES, ,1,0,0,0,1,0
703,737,"PRESIDENTE EDUARDO FREI MONTALVA & SAN IGNACIO, QUILICURA",340404.1577,6310371.6753,1,REGION METROPOLITANA,QUILICURA,PRESIDENTE EDUARDO FREI MONTALVA,SAN IGNACIO, ,1,0,0,0,0,2
704,738,"PRESIDENTE KENNEDY & PEREZ ZUJOVIC, VITACURA",351103.4999,6302350.4995,1,REGION METROPOLITANA,VITACURA,PRESIDENTE KENNEDY,PEREZ ZUJOVIC, ,1,0,1,0,0,0
705,739,"PRESIDENTE SALVADOR ALLENDE & CENTRAL, SAN JOAQUIN",349199.661,6292507.2262,1,REGION METROPOLITANA,SAN JOAQUIN,PRESIDENTE SALVADOR ALLENDE,CENTRAL, ,1,0,0,0,1,0
706,740,"PRESIDENTE SALVADOR ALLENDE & PIO XII, LO ESPEJO",342378.0871,6290606.5998,1,REGION METROPOLITANA,LO ESPEJO,PRESIDENTE SALVADOR ALLENDE,PIO XII, ,1,0,0,1,0,0
707,741,"PROVIDENCIA & ELIODORO YANEZ, PROVIDENCIA",348919.9061,6299592.4999,1,REGION METROPOLITANA,PROVIDENCIA,PROVIDENCIA,ELIODORO YANEZ, ,1,0,0,0,0,1
708,743,"PROVIDENCIA & PADRE MARIANO, PROVIDENCIA",349797,6300274.4999,1,REGION METROPOLITANA,PROVIDENCIA,PROVIDENCIA,PADRE MARIANO, ,1,0,0,0,1,0
709,744,"PROVIDENCIA & RAMON CARNICER, PROVIDENCIA",348097.5771,6299051.5159,1,REGION METROPOLITANA,PROVIDENCIA,PROVIDENCIA,RAMON CARNICER, ,1,0,0,0,1,0
710,745,"PROVIDENCIA & SALVADOR, PROVIDENCIA",348802.188,6299455.4624,3,REGION METROPOLITANA,PROVIDENCIA,PROVIDENCIA,SALVADOR, ,3,0,1,0,0,2
711,746,"PUERTO MADERO & AMERICO VESPUCIO, PUDAHUEL",334812.317,6297648.945,1,REGION METROPOLITANA,PUDAHUEL,PUERTO MADERO,AMERICO VESPUCIO, ,1,0,0,0,1,0
712,747,"PULA & PAPA SIME, CERRO NAVIA",337506.2437,6299980.5989,1,REGION METROPOLITANA,CERRO NAVIA,PULA,PAPA SIME, ,1,0,0,0,1,0
713,749,"PUNTA ARENAS & SEBASTOPOL, LA FLORIDA",350377.2125,6290435.5994,1,REGION METROPOLITANA,LA FLORIDA,PUNTA ARENAS,SEBASTOPOL, ,1,0,0,0,0,1
714,750,"QUILIN & MARATHON, MACUL",350202.4362,6293664.9465,1,REGION METROPOLITANA,MACUL,QUILIN SUR,MARATHON, ,1,0,0,0,1,0
715,751,"RAMON BARROS LUCO & ARGENTINA, SAN RAMON",347248.4935,6288621.5991,1,REGION METROPOLITANA,SAN RAMON,RAMON BARROS LUCO,ARGENTINA, ,1,0,0,0,1,0
716,752,"RAMON BARROS LUCO & TOCORNAL GREZ, PUENTE ALTO",353676.7119,6278707.6,1,REGION METROPOLITANA,PUENTE ALTO,RAMON BARROS LUCO,TOCORNAL GREZ, ,1,0,0,0,1,0
717,753,"RAMON CRUZ MONTT & IRARRAZAVAL, NUNOA",353154.8051,6297205.1416,1,REGION METROPOLITANA,NUNOA,RAMON CRUZ,IRARRAZAVAL, ,1,0,0,0,1,0
718,754,"RAMON ROSALES & ARTURO PRAT, QUILICURA",339319.2742,6306589.599,1,REGION METROPOLITANA,QUILICURA,RAMON ROSALES,ARTURO PRAT, ,1,0,0,0,0,1
